NUMBER,OP,TYPE,NAME,VOLT,PHASE,MUST,UF,SS,CYCLE,SOURCE
   61,L, ,FZ-500-PR500,1013,-5.3,     , 13, 2,2023,ONS
   62,L, ,IV-FZ1CAP765,1044,-24.,     , 13, 2,2023,ONS
   63,L, ,IV-FZ2CAP765,1043,-24.,     , 13, 2,2023,ONS
   64,L, ,IV-FZ3CAP765,1040,-24.,     , 13, 2,2023,ONS
   65,L, ,IVAIPO-PR765,1028,-18.,     , 13, 2,2023,ONS
   66,L, ,IVAIPO-PR525,1015,-19.,     , 13, 1,2023,ONS
   67,L, ,IVAIP1-PR069, 912,-19.,     , 13, 1,2023,ONS
   68,L, ,IVAIP1-PR000,1028,-19.,     , 13, 1,2023,ONS
   69,L, ,IV-IT1CAP765,1017,-13.,     , 13, 2,2023,ONS
   70,L, ,IV-IT2CAP765,1017,-13.,     , 13, 2,2023,ONS
   71,L, ,IV-IT3CAP765,1017,-13.,     , 13, 2,2023,ONS
   72,L, ,ITABER-SP765,1031,-23.,     , 20, 2,2023,ONS
   73,L, ,IT-TP1CAP765, 999,-17.,     , 20, 2,2023,ONS
   74,L, ,IT-TP2CAP765,1000,-17.,     , 20, 2,2023,ONS
   75,L, ,IT-TP3CAP765, 997,-17.,     , 20, 2,2023,ONS
   76,L, ,TPRETO-SP765, 986,-29.,     , 20, 2,2023,ONS
   77,L, ,TPRETO-SP500,1080,-29.,     , 20, 2,2023,ONS
   78,L, ,TPRETO-SP345,1021,-34.,     , 20, 2,2023,ONS
   79,L, ,TPRETO-SP069, 934,-29.,     , 20, 2,2023,ONS
   80,L, ,TPRAT3-SP000, 993,-29.,     , 20, 2,2023,ONS
   81,L, ,TPRAT4-SP000, 994,-32.,     , 20, 2,2023,ONS
   82,L, ,TPRET2-SP345,1030,-31.,     , 20, 2,2023,ONS
   84,L, ,RESEN2-RJ138,1040,-30.,     , 16, 2,2023,ONS
   85,L, ,FOZ500-PR500,1029,-8.9,     , 13, 2,2023,ONS
   86,L, ,IBIUNA-SP345,1033,-27.,     , 20, 2,2023,ONS
   87,L, ,RESEND-RJ500,1056,-26.,     , 16, 2,2023,ONS
   90,L, ,VIANA--ES345,1008,-40.,     ,  5, 2,2023,ONS
   91,L, ,VI1TAP-ES013,1006,-43.,     ,  5, 2,2023,ONS
   92,L, ,SB-SM1CAP500,1074,1.07,     ,  4, 2,2023,ONS
   93,L, ,SB-SM2CAP500,1075,2.82,     ,  4, 2,2023,ONS
   94,L, ,SB-SM3CAP500,1075,2.82,     ,  4, 2,2023,ONS
   95,L, ,VI2TAP-ES013,1006,-43.,     ,  5, 2,2023,ONS
   96,L, ,VI3TAP-ES013,1006,-43.,     ,  5, 2,2023,ONS
   99,L, ,ARARAQ-SP525,1010,-12.,     , 20, 2,2023,ONS
  100,L, ,MARIMB-MG500,1052,-4.4,     , 10, 2,2023,ONS
  101,L, ,ARARAQ-SP500,1061,-12.,     , 20, 2,2023,ONS
  102,L, ,P.CALD-MG500,1058,-19.,     , 10, 2,2023,ONS
  103,L, ,CAMPIN-SP500,1052,-23.,     , 20, 2,2023,ONS
  104,L, ,C.PAUL-SP500,1071,-25.,     , 20, 2,2023,ONS
  105,L, ,ANGRA--RJ500,1051,-24.,     , 16, 2,2023,ONS
  106,L, ,ADRIAN-RJ500,1043,-29.,     , 16, 2,2023,ONS
  107,L, ,GRAJAU-RJ500,1047,-32.,     , 16, 2,2023,ONS
  108,L, ,S.JOSE-RJ500,1038,-31.,     , 16, 2,2023,ONS
  109,L, ,BYPSAD-RJ500,1043,-29.,     , 16, 2,2023,ONS
  110,L, ,GR1T52-RJ000,1010,-37.,     , 16, 2,2023,ONS
  112,L, ,BATEI1-PR500,1079,-24.,     , 13, 2,2023,ONS
  113,L, ,BATEI2-PR500,1079,-24.,     , 13, 1,2023,ONS
  114,L, ,BATEIAS3-500,1079,-24.,     , 13, 1,2023,ONS
  115,L, ,BATE-BCS-000,1007,-26.,     , 13, 1,2023,ONS
  116,L, ,IMBTAP-RJ138,1036,-41.,     , 16, 2,2023,ONS
  117,L, ,CAMPO2-RJ500,1048,-30.,     , 16, 2,2023,ONS
  118,L, ,BAN-T4-GO000, 988,-.87,     ,  6, 2,2023,ONS
  119,L, ,BANDTE-GO013, 988,-.87,     ,  6, 2,2023,ONS
  120,L, ,P.CALD-MG345,1017,-25.,     , 10, 2,2023,ONS
  121,L, ,PCAT51-MG000,1011,-26.,     , 10, 2,2023,ONS
  122,L, ,IBIUNA-SP500,1081,-25.,     , 20, 2,2023,ONS
  123,L, ,CAMPIN-SP345,1011,-28.,     , 20, 2,2023,ONS
  124,L, ,CAMPI1-SP000, 993,-29.,     , 20, 2,2023,ONS
  125,L, ,IBBAT1-PR500,1028,-27.,     , 13, 1,2023,ONS
  126,L, ,GUARUL-SP345,1024,-35.,     , 20, 2,2023,ONS
  127,L, ,MO-RL1-SP345,1023,-33.,     , 20, 2,2023,ONS
  128,L, ,MO-RL2-SP345,1023,-33.,     , 20, 2,2023,ONS
  129,L, ,MOGI---SP345,1022,-33.,     , 20, 2,2023,ONS
  130,L, ,IBBAT2-PR500,1028,-27.,     , 13, 2,2023,ONS
  131,L, ,M.MORA-MG345,1008,-15.,     , 10, 2,2023,ONS
  133,L, ,ADRT1A-RJ000, 962,-39.,     , 16, 2,2023,ONS
  134,L, ,LCBARR-SP345,1002,-14.,     , 20, 2,2023,ONS
  135,L, ,JACT1A-RJ000, 929,-39.,     , 16, 2,2023,ONS
  136,L, ,FURNAS-MG345,1003,-21.,     , 10, 2,2023,ONS
  137,L, ,JACT2A-RJ000, 929,-39.,     , 16, 2,2023,ONS
  138,L, ,ITUTIN-MG345, 994,-32.,     , 10, 2,2023,ONS
  139,L, ,ADRT51-RJ000, 985,-36.,     , 16, 2,2023,ONS
  140,L, ,ADRIAN-RJ345, 983,-35.,     , 16, 2,2023,ONS
  141,L, ,ADRT53-RJ000, 980,-37.,     , 16, 2,2023,ONS
  142,L, ,ADRT55-RJ000, 980,-38.,     , 16, 2,2023,ONS
  143,L, ,ADRT2B-RJ000, 962,-39.,     , 16, 2,2023,ONS
  144,L, ,JACARE-RJ345, 958,-36.,     , 16, 2,2023,ONS
  145,L, ,ADRT1B-RJ000, 960,-39.,     , 16, 2,2023,ONS
  146,L, ,ADRT2A-RJ000, 960,-39.,     , 16, 2,2023,ONS
  147,L, ,CAMPOS-RJ345,1016,-41.,     , 16, 2,2023,ONS
  148,L, ,CAMPO1-RJ000,1011,-44.,     , 16, 2,2023,ONS
  149,L, ,VITORI-ES345,1007,-41.,     ,  5, 2,2023,ONS
  150,L, ,VITAT1-ES000,1004,-44.,     ,  5, 2,2023,ONS
  152,L, ,VITAT2-ES000,1004,-44.,     ,  5, 2,2023,ONS
  153,L, ,VITAT3-ES000,1004,-44.,     ,  5, 2,2023,ONS
  154,L, ,VITAT2-ES013,1021,-44.,     ,  5, 2,2023,ONS
  155,L, ,VITAT3-ES013,1020,-44.,     ,  5, 2,2023,ONS
  156,L, ,VITAT4-ES013,1019,-44.,     ,  5, 2,2023,ONS
  158,L, ,VITAT4-ES000,1004,-44.,     ,  5, 2,2023,ONS
  159,L, ,JA-R30-RJ013, 902,-39.,     , 16, 2,2023,ONS
  160,L, ,JB-R60-RJ013, 901,-39.,     , 16, 2,2023,ONS
  161,L, ,MO-FCE-SP230,1016,-34.,     , 20, 2,2023,ONS
  162,L, ,CAMAT1-SP000, 986,-31.,     , 20, 2,2023,ONS
  163,L, ,CAMPI--SP013, 956,-31.,     , 20, 2,2023,ONS
  164,L, ,PCAT02-MG000,1009,-27.,     , 10, 2,2023,ONS
  165,L, ,P.CAL--MG013, 977,-27.,     , 10, 2,2023,ONS
  166,L, ,JACT1B-RJ000, 924,-39.,     , 16, 2,2023,ONS
  167,L, ,JA-R60-RJ013, 902,-39.,     , 16, 2,2023,ONS
  169,L, ,SJOSE1-RJ138,1016,-37.,     , 16, 2,2023,ONS
  170,L, ,P.CALD-MG138,1027,-27.,     , 10, 2,2023,ONS
  171,L, ,CAMPIN-SP138,1014,-31.,     , 20, 2,2023,ONS
  172,L, ,IMBARE-RJ138, 997,-39.,     , 16, 2,2023,ONS
  173,L, ,ADRIAN-RJ138,1059,-39.,     , 16, 2,2023,ONS
  174,L, ,R.LEAO-RJ138,1025,-44.,     , 16, 2,2023,ONS
  175,L, ,CAMPOS-RJ138,1016,-43.,     , 16, 2,2023,ONS
  176,L, ,CAMPI2-SP000, 991,-29.,     , 20, 2,2023,ONS
  177,L, ,VITORI-ES138,1008,-44.,     ,  5, 2,2023,ONS
  178,L, ,GRAJAU-RJ138,1010,-36.,     , 16, 2,2023,ONS
  179,L, ,GR2T54-RJ000,1010,-37.,     , 16, 2,2023,ONS
  180,L, ,JACAR1-RJ138, 986,-39.,     , 16, 2,2023,ONS
  181,L, ,ANGDEF-RJ138,1018,-31.,     , 16, 2,2023,ONS
  182,L, ,FUNIL--RJ138,1024,-31.,     , 16, 2,2023,ONS
  183,L, ,C.PAUL-SP138,1023,-26.,     , 20, 2,2023,ONS
  184,L, ,S.CRUZ-RJ138, 981,-37.,     , 16, 2,2023,ONS
  185,L, ,ANGRA--RJ138,1012,-28.,     , 16, 2,2023,ONS
  186,L, ,CAMPI2-SP013, 991,-29.,     , 20, 2,2023,ONS
  187,L, ,M.MORA-MG138,1015,-17.,     , 10, 2,2023,ONS
  189,L, ,BGT1E2-DF000,1034,.288,     ,  4, 2,2023,ONS
  190,L, ,P.COL--MG138,1020,-12.,     , 10, 2,2023,ONS
  192,L, ,CM1CAP-RJ013,1011,-44.,     , 16, 2,2023,ONS
  193,L, ,CM1REA-RJ013,1011,-44.,     , 16, 2,2023,ONS
  194,L, ,ADRT55-RJ013, 980,-38.,     , 16, 2,2023,ONS
  195,L, ,ADRT53-RJ013, 980,-37.,     , 16, 2,2023,ONS
  196,L, ,CAMPI1-SP013, 911,-29.,     , 20, 2,2023,ONS
  197,L, ,ADRT51-RJ013, 899,-36.,     , 16, 2,2023,ONS
  198,L, ,PCALAT-MG013, 927,-26.,     , 10, 2,2023,ONS
  199,L, ,VITAT1-ES013,1020,-44.,     ,  5, 2,2023,ONS
  200,L, ,UCAMP1-RJ000,1036,-47.,     , 16, 2,2023,ONS
  201,L,1,RSIL-1UTE000,1036,-47.,   0., 16, 2,2023,ONS
  202,L, ,UCAMP2-RJ000,1036,-47.,     , 16, 2,2023,ONS
  203,L, ,RSIL-2UTE000,1036,-47.,     , 16, 2,2023,ONS
  204,L, ,ADRT1B-RJ013, 960,-39.,     , 16, 2,2023,ONS
  205,L, ,ADRT2A-RJ013,1001,-39.,     , 16, 2,2023,ONS
  206,L, ,ADRT2B-RJ013,1004,-39.,     , 16, 2,2023,ONS
  208,L, ,BGT1CI-DF013,1034,.288,     ,  4, 2,2023,ONS
  209,L, ,ADRIAN-RJ013, 962,-39.,     , 16, 2,2023,ONS
  210,L, ,ITUMBI-MG500,1052,2.26,     , 10, 2,2023,ONS
  211,L, ,CAMPO2-RJ000,1011,-44.,     , 16, 2,2023,ONS
  212,L, ,CM2CAP-RJ013,1011,-44.,     , 16, 2,2023,ONS
  213,L, ,MARIMB-MG345,1068,-5.7,     , 10, 2,2023,ONS
  214,L, ,MARIMB-MG000,1062, -6.,     , 10, 2,2023,ONS
  215,L, ,CM2REA-RJ013,1011,-44.,     , 16, 2,2023,ONS
  216,L, ,P.COL--MG345,1036,-6.9,     , 10, 2,2023,ONS
  217,L, ,ITUMBI-MG345,1010,2.28,     , 10, 2,2023,ONS
  218,L, ,BANDEI-GO345, 997,1.41,     ,  6, 2,2023,ONS
  219,L, ,B.SUL--DF345,1006,6.67,     ,  4, 2,2023,ONS
  220,L, ,CORUMB-GO345,1018,4.58,     ,  6, 2,2023,ONS
  221,L, ,B.GERA-DF034, 990,.533,     ,  4, 2,2023,ONS
  222,L, ,B.SUL--DF000,1016,4.51,     ,  4, 2,2023,ONS
  223,L, ,BAN-T1-GO000, 987,-.98,     ,  6, 2,2023,ONS
  224,L, ,BAN-T2-GO000, 987,-1.2,     ,  6, 2,2023,ONS
  225,L, ,ITUMBI-MG230,1003,3.05,     , 10, 2,2023,ONS
  226,L, ,BANDEI-GO230,1013,-.64,     ,  6, 2,2023,ONS
  227,L, ,B.GERA-DF230,1014,4.79,     ,  4, 2,2023,ONS
  228,L, ,B.SUL--DF230,1014,4.92,     ,  4, 2,2023,ONS
  229,L, ,B.ALTO-GO230,1028,1.66,     ,  6, 2,2023,ONS
  230,L, ,S.MESA-GO230,1010, 18.,     ,  6, 2,2023,ONS
  231,L, ,R.VERD-GO230,1007,6.51,     ,  6, 2,2023,ONS
  232,L, ,BSULT2-DF013,1016,4.51,     ,  4, 2,2023,ONS
  233,L, ,SAMAMB-DF500,1045,9.66,     ,  4, 2,2023,ONS
  234,L, ,SAMAMB-DF345,1007, 7.5,     ,  4, 2,2023,ONS
  235,L, ,S.MESA-GO500,1034,17.7,     ,  6, 2,2023,ONS
  236,L, ,B.SUL--DF138,1014,3.59,     ,  4, 2,2023,ONS
  237,L, ,SAMAMB-DF138,1000, 5.4,     ,  4, 2,2023,ONS
  238,L, ,R.VERD-GO138, 989,5.06,     ,  6, 2,2023,ONS
  239,L, ,S.MESA-GO138,1028,16.1,     ,  6, 2,2023,ONS
  240,L, ,RVERDE-GO000, 977, 4.9,     ,  6, 2,2023,ONS
  241,L, ,RVERDE-GO013, 926, 4.9,     ,  6, 2,2023,ONS
  242,L, ,BA-TE1-GO013, 987,-.98,     ,  6, 2,2023,ONS
  243,L, ,BA-TE2-GO013, 987,-1.2,     ,  6, 2,2023,ONS
  244,L, ,BSU-T7-DF000, 993,3.43,     ,  4, 2,2023,ONS
  245,L, ,BSULT7-DF013,1013,3.43,     ,  4, 2,2023,ONS
  246,L, ,MARIMB-MG013, 970, -6.,     , 10, 2,2023,ONS
  247,L, ,C.BRAV-GO138,1013,14.8,     ,  6, 2,2023,ONS
  249,L, ,RCLARO-GO138,1007,6.27,     ,  6, 2,2023,ONS
  250,L,1,NPECANUHE006,1000,-28., 182., 16, 2,2023,ONS
  251,L, ,N.PECA-RJ138, 988,-34.,     , 16, 2,2023,ONS
  252,L, ,N.PECA-RJ230, 996,-31.,     , 16, 2,2023,ONS
  253,L,1,FONTESUHE003, 993,-29.,  63., 16, 2,2023,ONS
  254,L, ,FONTES-RJ138, 988,-34.,     , 16, 2,2023,ONS
  255,L,1,PPASSOUHE002,1000,-27.,  48., 16, 2,2023,ONS
  256,L, ,PPASSO-RJ138, 990,-34.,     , 16, 2,2023,ONS
  257,L,1,I.POMBUHE005, 985,-40.,  86., 16, 2,2023,ONS
  258,L, ,I.POMB-RJ138,1021,-44.,     , 16, 2,2023,ONS
  259,L, ,SCECIL-RJ013,1023,-41.,     , 16, 2,2023,ONS
  260,L, ,S.CEC-PCH138, 967,-36.,  4.8, 16, 2,2023,ONS
  261,L, ,VIGARI-RJ013,1035,-41.,     , 16, 2,2023,ONS
  262,L, ,VIGARI-RJ138, 980,-35.,     , 16, 2,2023,ONS
  263,L, ,TAQUAR-RJ138, 980,-40.,     , 16, 2,2023,ONS
  265,L, ,VULCAN-RJ138, 985,-37.,     , 16, 2,2023,ONS
  266,L, ,S.CLAR-RJ138, 984,-33.,     , 16, 2,2023,ONS
  267,L, ,CPP----RJ138,1007,-40.,     , 16, 2,2023,ONS
  268,L, ,CFRTAP-RJ138,1008,-40.,     , 16, 2,2023,ONS
  269,L,1,CSN---UTE002,1022,-30., 150., 16, 2,2023,ONS
  270,L, ,CORDOV-RJ138, 995,-37.,     , 16, 2,2023,ONS
  271,L, ,MERITI-RJ138,1009,-38.,     , 16, 2,2023,ONS
  272,L, ,TRIAGE-RJ138, 990,-39.,     , 16, 2,2023,ONS
  273,L, ,SAUDAD-RJ138,1001,-35.,     , 16, 2,2023,ONS
  274,L, ,V.RED-PCH138, 975,-36.,   7., 16, 2,2023,ONS
  275,L, ,CASCA2-RJ138, 982,-37.,     , 16, 2,2023,ONS
  276,L, ,BRISAM-RJ138, 979,-37.,     , 16, 2,2023,ONS
  277,L, ,ZIN----RJ138, 983,-37.,     , 16, 2,2023,ONS
  278,L, ,PALMAR-RJ138, 976,-39.,     , 16, 2,2023,ONS
  279,L, ,BRAHMA-RJ138, 983,-38.,     , 16, 2,2023,ONS
  280,L, ,ABRTAP-RJ138, 969,-37.,     , 16, 2,2023,ONS
  281,L, ,RETIRO-RJ138, 984,-36.,     , 16, 2,2023,ONS
  282,L, ,RECREI-RJ138, 976,-41.,     , 16, 2,2023,ONS
  283,L, ,TERM.S-RJ138,1007,-38.,     , 16, 2,2023,ONS
  284,L, ,F.CANE-RJ138,1014,-38.,     , 16, 2,2023,ONS
  285,L, ,C.SOAR-RJ138, 982,-34.,     , 16, 2,2023,ONS
  286,L, ,R.FREI-RJ138, 979,-34.,  10., 16, 2,2023,ONS
  287,L, ,SARAPU-RJ138,1011,-38.,     , 16, 2,2023,ONS
  288,L, ,ROSALI-RJ138, 985,-37.,     , 16, 2,2023,ONS
  289,L, ,CAMARA-RJ138, 977,-40.,     , 16, 2,2023,ONS
  290,L, ,SAMARI-RJ138,1015,-38.,     , 16, 2,2023,ONS
  291,L, ,PMETR1-RJ138, 988,-37.,     , 16, 2,2023,ONS
  292,L, ,PMETR2-RJ138, 987,-37.,     , 16, 2,2023,ONS
  293,L, ,CAMOR--RJ138, 963,-41.,     , 16, 2,2023,ONS
  294,L, ,SANTIS-RJ138, 971,-35.,     , 16, 2,2023,ONS
  295,L, ,SEROPE-RJ138, 983,-34.,     , 16, 2,2023,ONS
  296,L,1,S.BRANUHE000,1001,-34.,  28., 20, 2,2023,ONS
  297,L, ,S.BRAN-RJ088,1021,-39.,     , 16, 2,2023,ONS
  299,L, ,SMESA2-GO500,1032,17.1,     ,  6, 2,2023,ONS
  300,L,1,EMBORCUHE004, 981,4.19, 572., 10, 2,2023,ONS
  301,L,1,JAGUARUHE004, 972,-7.2, 192., 10, 2,2023,ONS
  302,L,1,NPONTEUHE003, 982, -2., 245., 10, 2,2023,ONS
  303,L,1,SSIMAOUHE006, 975,5.98, 806., 10, 2,2023,ONS
  304,L,1,T.MAR-UHE006, 977,-8.7, 187., 10, 2,2023,ONS
  305,L,1,V.GRD-UHE004, 981,-4.5, 182., 10, 2,2023,ONS
  306,L,1,GUILMAUHE004, 994,-26.,  67., 10, 2,2023,ONS
  307,L, ,AVATI-PCH138, 998,-7.9, 16.3, 10, 2,2023,ONS
  308,L, ,BARBAC-MG345,1005,-34.,     , 10, 2,2023,ONS
  309,L, ,BARBA-PCH138,1005,-38.,  5.4, 10, 2,2023,ONS
  312,L,1,MIRANDUHE003,1009,-4.8, 187., 10, 2,2023,ONS
  313,L, ,BARREI-MG345, 999,-30.,     , 10, 2,2023,ONS
  314,L, ,BARREI-MG138,1048,-34.,     , 10, 2,2023,ONS
  315,L,1,BARRE-SIN000, 978,-34.,   0., 10, 2,2023,ONS
  316,L, ,BARRE2-MG000,1046,-34.,     , 10, 2,2023,ONS
  317,L,1,SOBRAGUHE000,1006,-36.,  29., 10, 2,2023,ONS
  318,L, ,CASSIA-MG138,1026,-20.,     , 10, 2,2023,ONS
  319,L, ,CPENA--MG230,1013,-33.,     , 10, 2,2023,ONS
  320,L, ,EMBORC-MG500,1058,-2.6,     , 10, 2,2023,ONS
  321,L, ,EMBORC-MG138,1026,-3.1,     , 10, 2,2023,ONS
  322,L, ,FRUTA-BIO138,1005,-14.,   .5, 10, 2,2023,ONS
  323,L, ,ITUTIN-MG138,1016,-32.,     , 10, 2,2023,ONS
  324,L, ,MSQ-T3-MG013,1019,-33.,     , 10, 2,2023,ONS
  325,L, ,JAGUAR-MG500,1078,-12.,     , 10, 2,2023,ONS
  326,L, ,JAGUAR-MG345, 998,-13.,     , 10, 2,2023,ONS
  327,L, ,SOBRAG-MG138,1008,-38.,     , 10, 2,2023,ONS
  328,L, ,JAGRLI-MG138,1029,-16.,     , 10, 2,2023,ONS
  329,L, ,MSQ-T2-MG013, 984,-33.,     , 10, 2,2023,ONS
  330,L, ,JAGUAR-MG138,1021,-18.,     , 10, 2,2023,ONS
  331,L, ,J.FORA-MG345, 984,-36.,     , 10, 2,2023,ONS
  332,L, ,J.FORAPCH138,1007,-39.,     , 10, 2,2023,ONS
  333,L, ,JFPRA7-MG013, 955,-39.,     , 10, 2,2023,ONS
  334,L, ,JFORA6-MG013, 955,-39.,     , 10, 2,2023,ONS
  336,L, ,LAFAIE-MG345,1001,-34.,     , 10, 2,2023,ONS
  337,L, ,LAFAIE-MG138,1020,-36.,     , 10, 2,2023,ONS
  338,L, ,LAFAI1-MG013,1029,-36.,     , 10, 2,2023,ONS
  339,L, ,LAFAI2-MG013,1029,-36.,     , 10, 2,2023,ONS
  340,L, ,MIRAND-MG138,1019,-9.4,   .6, 10, 2,2023,ONS
  341,L, ,MCLARO-MG345,1005,-12.,     , 10, 2,2023,ONS
  342,L, ,MCLAR2-MG138,1033,-15.,     , 10, 2,2023,ONS
  343,L,1,IGARAPUHE005,1013,-10., 101., 10, 2,2023,ONS
  344,L, ,MESQUI-MG500,1069,-31.,     , 10, 2,2023,ONS
  345,L, ,MESQUI-MG230,1014,-32.,     , 10, 2,2023,ONS
  346,L,1,MESQUISIN001, 996,-33.,   0., 10, 2,2023,ONS
  347,L, ,VALAD1-MG000,1041,-31.,     , 10, 2,2023,ONS
  348,L, ,VALADAPCH138,1022,-31., 44.5, 10, 2,2023,ONS
  349,L, ,NEVES--MG500,1068,-27.,     , 10, 2,2023,ONS
  350,L, ,NEVES--MG345, 995,-28.,     , 10, 2,2023,ONS
  351,L, ,NEVES1-MG013, 921,-28.,     , 10, 2,2023,ONS
  352,L, ,NEVES2-MG013, 926,-28.,     , 10, 2,2023,ONS
  353,L, ,NEVES-BIO138,1011,-31.,     , 10, 2,2023,ONS
  354,L,1,NEVE1-SIN001, 995,-31.,   0., 10, 2,2023,ONS
  355,L,1,NEVE2-SIN001, 995,-31.,   0., 10, 2,2023,ONS
  356,L, ,NEV-T1-MG000, 998,-28.,     , 10, 2,2023,ONS
  357,L, ,NEV-T2-MG000,1002,-28.,     , 10, 2,2023,ONS
  360,L, ,NPONTE-MG500,1063,-6.2,     , 10, 2,2023,ONS
  361,L, ,J.FOR5-MG138,1007,-39.,     , 10, 2,2023,ONS
  362,L, ,PASSOS-MG138,1038,-22.,     , 10, 2,2023,ONS
  363,L, ,JFPRA7-MG000, 955,-39.,     , 10, 2,2023,ONS
  364,L, ,P.CAL1-MG138,1027,-27.,     , 10, 2,2023,ONS
  365,L, ,P.CAL2-MG138,1027,-27.,     , 10, 2,2023,ONS
  366,L, ,JFORA6-MG000, 955,-39.,     , 10, 2,2023,ONS
  367,L, ,PIMENT-MG345,1015,-23.,     , 10, 2,2023,ONS
  368,L, ,PIMENT-MG138,1004,-25.,     , 10, 2,2023,ONS
  370,L, ,SSIMAO-MG500,1061,-.64,     , 10, 2,2023,ONS
  371,L, ,SGONC1-MG013, 956,-29.,     , 10, 2,2023,ONS
  372,L, ,TAQUAR-MG345,1010,-30.,     , 10, 2,2023,ONS
  373,L, ,TAQUAR-MG230, 994,-31.,     , 10, 2,2023,ONS
  374,L, ,TAQUA1-MG013,1016,-31.,     , 10, 2,2023,ONS
  375,L, ,TAQUA2-MG013,1015,-31.,     , 10, 2,2023,ONS
  376,L, ,TAQUAR-MG138,1012,-33.,     , 10, 2,2023,ONS
  377,L, ,SGONC-PCH138,1014,-29.,     , 10, 2,2023,ONS
  378,L, ,SGONCA-MG500,1064,-25.,     , 10, 2,2023,ONS
  379,L, ,SGONC1-MG000,1015,-29.,     , 10, 2,2023,ONS
  380,L, ,TMARIA-MG345,1017,-15.,     , 10, 2,2023,ONS
  381,L, ,TMARIA-MG289,1012,-15.,     , 10, 2,2023,ONS
  382,L, ,TMARIA-MG138,1009,-16.,     , 10, 2,2023,ONS
  383,L, ,VALAD3-MG000,1043,-31.,     , 10, 2,2023,ONS
  384,L, ,OPRET2-MG500,1060,-29.,     , 10, 2,2023,ONS
  385,L, ,OPRETO-MG345,1016,-31.,     , 10, 2,2023,ONS
  386,L, ,OPRET2-MG138,1033,-32.,     , 10, 2,2023,ONS
  387,L, ,OPRET1-MG000,1039,-32.,     , 10, 2,2023,ONS
  388,L, ,OPRET2-MG000,1037,-32.,     , 10, 2,2023,ONS
  389,L, ,OPRET2CER013, 972,-32.,     , 10, 2,2023,ONS
  390,L, ,SGOTAR-MG500,1067,-17.,     , 10, 2,2023,ONS
  391,L, ,SGOTA2-MG345,1015,-17.,     , 10, 2,2023,ONS
  392,L, ,UBERL1PCH138,1001,-11., 22.5, 10, 2,2023,ONS
